"Genes"	"Synonyms"	"Accession-1"	"Accession-2"	"Names"	"Object ID"
"HMX1"		"HMX1"		"HMX1" // "HMX1"	"YLR205C"
"HNM1"		"YGL077C"		"HNM1" // "YGL077C"	"G3O-30578"
"HNT1"		"YDL125C"		"HNT1" // "YDL125C"	"G3O-29524"
"HNT2"		"YDR305C"		"HNT2" // "YDR305C"	"G3O-29864"
"HNT3"		"YOR258W"		"HNT3" // "YOR258W"	"G3O-33749"
"HO"		"YDL227C"		"HO" // "YDL227C"	"G3O-29607"
"HOC1"		"HOC1"		"HOC1" // "HOC1"	"YJR075W"
"HOF1"		"YMR032W"		"HOF1" // "YMR032W"	"G3O-32737"
"HOG1"		"YLR113W"		"HOG1" // "YLR113W"	"G3O-32258"
"HOL1"		"YNR055C"		"HOL1" // "YNR055C"	"G3O-33361"
"HOM2"		"HOM2"		"HOM2" // "HOM2"	"YDR158W"
"HOM3"	"SIL4" // "BOR1" // "aspartate kinase"	"HOM3"		"HOM3" // "SIL4" // "BOR1" // "aspartate kinase" // "HOM3"	"YER052C"
"HOM6"		"HOM6"		"HOM6" // "HOM6"	"YJR139C"
"HOP1"		"YIL072W"		"HOP1" // "YIL072W"	"G3O-31339"
"HOP2"		"YGL033W"		"HOP2" // "YGL033W"	"G3O-30549"
"HOR7"		"YMR251W-A"		"HOR7" // "YMR251W-A"	"G3O-32928"
"HOS1"		"YPR068C"		"HOS1" // "YPR068C"	"G3O-34216"
"HOS2"		"YGL194C"		"HOS2" // "YGL194C"	"G3O-30675"
"HOS3"		"YPL116W"		"HOS3" // "YPL116W"	"G3O-34016"
"HOS4"		"YIL112W"		"HOS4" // "YIL112W"	"G3O-31366"
"HOT1"		"YMR172W"		"HOT1" // "YMR172W"	"G3O-32860"
"HOT13"		"YKL084W"		"HOT13" // "YKL084W"	"G3O-31878"
"HPA2"		"YPR193C"		"HPA2" // "YPR193C"	"G3O-34315"
"HPA3"		"YEL066W"		"HPA3" // "YEL066W"	"G3O-30181"
"HPC2"		"YBR215W"		"HPC2" // "YBR215W"	"G3O-29152"
"HPF1"		"YOL155C"		"HPF1" // "YOL155C"	"G3O-33543"
"HPM1"		"YIL110W"		"HPM1" // "YIL110W"	"G3O-31365"
"HPR1"		"YDR138W"		"HPR1" // "YDR138W"	"G3O-29735"
"HPT1"	"HGPRTase" // "HPRT" // "BRA6"	"HPT1"		"HPT1" // "HGPRTase" // "HPRT" // "BRA6" // "HPT1"	"YDR399W"
"HRA1"		"HRA1"		"HRA1" // "HRA1"	"G3O-28906"
"HRB1"		"YNL004W"		"HRB1" // "YNL004W"	"G3O-33046"
"HRD1"		"YOL013C"		"HRD1" // "YOL013C"	"G3O-33429"
"HRD3"		"YLR207W"		"HRD3" // "YLR207W"	"G3O-32325"
"HRI1"		"YLR301W"		"HRI1" // "YLR301W"	"G3O-32392"
"HRK1"		"YOR267C"		"HRK1" // "YOR267C"	"G3O-33757"
"HRP1"		"YOL123W"		"HRP1" // "YOL123W"	"G3O-33519"
"HRQ1"		"YDR291W"		"HRQ1" // "YDR291W"	"G3O-29854"
"HRR25"		"YPL204W"		"HRR25" // "YPL204W"	"G3O-34096"
"HRT1"		"YOL133W"		"HRT1" // "YOL133W"	"G3O-33528"
"HRT3"		"YLR097C"		"HRT3" // "YLR097C"	"G3O-32247"
"HSC82"		"YMR186W"		"HSC82" // "YMR186W"	"G3O-32874"
"HSE1"		"YHL002W"		"HSE1" // "YHL002W"	"G3O-31026"
"HSF1"		"YGL073W"		"HSF1" // "YGL073W"	"G3O-30575"
"HSH155"		"YMR288W"		"HSH155" // "YMR288W"	"G3O-32958"
"HSH49"		"YOR319W"		"HSH49" // "YOR319W"	"G3O-33799"
"HSK3"		"YKL138C-A"		"HSK3" // "YKL138C-A"	"G3O-32096"
"HSL1"		"YKL101W"		"HSL1" // "YKL101W"	"G3O-31891"
"HSL7"		"YBR133C"		"HSL7" // "YBR133C"	"G3O-29088"
"HSM3"		"YBR272C"		"HSM3" // "YBR272C"	"G3O-29193"
"HSP10"		"YOR020C"		"HSP10" // "YOR020C"	"G3O-33568"
"HSP104"		"YLL026W"		"HSP104" // "YLL026W"	"G3O-32130"
"HSP12"		"YFL014W"		"HSP12" // "YFL014W"	"G3O-30442"
"HSP150"		"YJL159W"		"HSP150" // "YJL159W"	"G3O-31599"
"HSP26"		"YBR072W"		"HSP26" // "YBR072W"	"G3O-29041"
"HSP30"		"YCR021C"		"HSP30" // "YCR021C"	"G3O-29337"
"HSP31"		"YDR533C"		"HSP31" // "YDR533C"	"G3O-30044"
"HSP32"		"YPL280W"		"HSP32" // "YPL280W"	"G3O-34161"
"HSP33"		"YOR391C"		"HSP33" // "YOR391C"	"G3O-33852"
"HSP42"		"YDR171W"		"HSP42" // "YDR171W"	"G3O-29760"
"HSP60"		"YLR259C"		"HSP60" // "YLR259C"	"G3O-32361"
"HSP78"		"YDR258C"		"HSP78" // "YDR258C"	"G3O-29829"
"HSP82"		"YPL240C"		"HSP82" // "YPL240C"	"G3O-34126"
"HST1"		"YOL068C"		"HST1" // "YOL068C"	"G3O-33473"
"HST2"		"YPL015C"		"HST2" // "YPL015C"	"G3O-33934"
"HST3"		"YOR025W"		"HST3" // "YOR025W"	"G3O-33572"
"HST4"		"YDR191W"		"HST4" // "YDR191W"	"G3O-29779"
"HSV2"		"YGR223C"		"HSV2" // "YGR223C"	"G3O-30904"
"HSX1"		"tR(CCU)J"		"HSX1" // "tR(CCU)J"	"G3O-31791"
"HTA1"		"YDR225W"		"HTA1" // "YDR225W"	"G3O-29805"
"HTA2"		"YBL003C"		"HTA2" // "YBL003C"	"G3O-28909"
"HTB1"		"YDR224C"		"HTB1" // "YDR224C"	"G3O-29804"
"HTB2"		"YBL002W"		"HTB2" // "YBL002W"	"G3O-28908"
"HTD2"		"YHR067W"		"HTD2" // "YHR067W"	"G3O-31118"
"HTL1"		"YCR020W-B"		"HTL1" // "YCR020W-B"	"G3O-29401"
"HTS1"		"YPR033C"		"HTS1" // "YPR033C"	"G3O-34192"
"HTZ1"		"YOL012C"		"HTZ1" // "YOL012C"	"G3O-33428"
"HUA1"		"YGR268C"		"HUA1" // "YGR268C"	"G3O-30935"
"HUA2"		"YOR284W"		"HUA2" // "YOR284W"	"G3O-33770"
"HUB1"		"YNR032C-A"		"HUB1" // "YNR032C-A"	"G3O-33397"
"HUG1"		"YML058W-A"		"HUG1" // "YML058W-A"	"G3O-33020"
"HUL4"		"YJR036C"		"HUL4" // "YJR036C"	"G3O-31673"
"HUL5"		"YGL141W"		"HUL5" // "YGL141W"	"G3O-30636"
"HUR1"		"YGL168W"		"HUR1" // "YGL168W"	"G3O-30656"
"HUT1"		"YPL244C"		"HUT1" // "YPL244C"	"G3O-34130"
"HVG1"		"YER039C"		"HVG1" // "YER039C"	"G3O-30220"
"HXK1"		"HXK1"		"HXK1" // "HXK1"	"YFR053C"
"HXK2"	"SCI2" // "HKB" // "HEX1" // "hexokinase"	"HXK2"		"HXK2" // "SCI2" // "HKB" // "HEX1" // "hexokinase" // "HXK2"	"YGL253W"
"HXT1"		"YHR094C"		"HXT1" // "YHR094C"	"G3O-31140"
"HXT10"		"YFL011W"		"HXT10" // "YFL011W"	"G3O-30445"
"HXT11"		"YOL156W"		"HXT11" // "YOL156W"	"G3O-33544"
"HXT13"		"YEL069C"		"HXT13" // "YEL069C"	"G3O-30184"
"HXT14"		"YNL318C"		"HXT14" // "YNL318C"	"G3O-33304"
"HXT15"		"YDL245C"		"HXT15" // "YDL245C"	"G3O-29620"
"HXT16"		"YJR158W"		"HXT16" // "YJR158W"	"G3O-31768"
"HXT17"		"YNR072W"		"HXT17" // "YNR072W"	"G3O-33376"
"HXT2"		"YMR011W"		"HXT2" // "YMR011W"	"G3O-32719"
"HXT3"		"YDR345C"		"HXT3" // "YDR345C"	"G3O-29899"
"HXT4"		"YHR092C"		"HXT4" // "YHR092C"	"G3O-31139"
"HXT5"		"YHR096C"		"HXT5" // "YHR096C"	"G3O-31141"
"HXT6"		"YDR343C"		"HXT6" // "YDR343C"	"G3O-29898"
"HXT7"		"YDR342C"		"HXT7" // "YDR342C"	"G3O-29897"
"HXT8"		"YJL214W"		"HXT8" // "YJL214W"	"G3O-31641"
"HXT9"		"YJL219W"		"HXT9" // "YJL219W"	"G3O-31643"
"HYM1"		"YKL189W"		"HYM1" // "YKL189W"	"G3O-31952"
"HYP2"		"YEL034W"		"HYP2" // "YEL034W"	"G3O-30156"
"HYR1"	"ORP1" // "GPX3"	"HYR1"		"HYR1" // "ORP1" // "GPX3" // "HYR1"	"YIR037W"
"IAH1"		"IAH1"		"IAH1" // "IAH1"	"YOR126C"
"IBA57"		"YJR122W"		"IBA57" // "YJR122W"	"G3O-31743"
"IBD2"		"YNL164C"		"IBD2" // "YNL164C"	"G3O-33180"
"ICE2"		"YIL090W"		"ICE2" // "YIL090W"	"G3O-31350"
"ICL1"		"ICL1"		"ICL1" // "ICL1"	"YER065C"
"ICL2"		"YPR006C"		"ICL2" // "YPR006C"	"G3O-34168"
"ICP55"		"YER078C"		"ICP55" // "YER078C"	"G3O-30249"
"ICR1"		"ICR1"		"ICR1" // "ICR1"	"G3O-31479"
"ICS2"		"YBR157C"		"ICS2" // "YBR157C"	"G3O-29107"
"ICS3"		"YJL077C"		"ICS3" // "YJL077C"	"G3O-31534"
"ICT1"		"YLR099C"		"ICT1" // "YLR099C"	"G3O-32249"
"ICY1"		"YMR195W"		"ICY1" // "YMR195W"	"G3O-32882"
"ICY2"		"YPL250C"		"ICY2" // "YPL250C"	"G3O-34136"
"IDH1"		"IDH1"		"IDH1" // "IDH1"	"YNL037C"
"IDH2"		"IDH2"		"IDH2" // "IDH2"	"YOR136W"
"IDI1"	"LPH10" // "BOT2" // "isopentenyl-diphosphate delta-isomerase"	"IDI1"		"IDI1" // "LPH10" // "BOT2" // "isopentenyl-diphosphate delta-isomerase" // "IDI1"	"YPL117C"
"IDP1"		"IDP1"		"IDP1" // "IDP1"	"YDL066W"
"IDP2"		"IDP2"		"IDP2" // "IDP2"	"YLR174W"
"IDP3"		"IDP3"		"IDP3" // "IDP3"	"YNL009W"
"IDS2"		"YJL146W"		"IDS2" // "YJL146W"	"G3O-31590"
"IES1"		"YFL013C"		"IES1" // "YFL013C"	"G3O-30443"
"IES2"		"YNL215W"		"IES2" // "YNL215W"	"G3O-33221"
"IES3"		"YLR052W"		"IES3" // "YLR052W"	"G3O-32208"
"IES4"		"YOR189W"		"IES4" // "YOR189W"	"G3O-33699"
"IES5"		"YER092W"		"IES5" // "YER092W"	"G3O-30259"
"IES6"		"YEL044W"		"IES6" // "YEL044W"	"G3O-30164"
"IFA38"	"G3O-29109" // "YBR159W"	"YBR159W"		"IFA38" // "G3O-29109" // "YBR159W" // "YBR159W"	"G3O-25"
"IFH1"		"YLR223C"		"IFH1" // "YLR223C"	"G3O-32337"
"IFM1"		"YOL023W"		"IFM1" // "YOL023W"	"G3O-33439"
"IGD1"		"YFR017C"		"IGD1" // "YFR017C"	"G3O-30469"
"IGO1"		"YNL157W"		"IGO1" // "YNL157W"	"G3O-33173"
"IGO2"		"YHR132W-A"		"IGO2" // "YHR132W-A"	"G3O-31264"
"IKI1"		"YHR187W"		"IKI1" // "YHR187W"	"G3O-31217"
"IKI3"		"YLR384C"		"IKI3" // "YLR384C"	"G3O-32450"
"IKS1"		"YJL057C"		"IKS1" // "YJL057C"	"G3O-31520"
"ILM1"		"YJR118C"		"ILM1" // "YJR118C"	"G3O-31739"
"ILS1"		"YBL076C"		"ILS1" // "YBL076C"	"G3O-28968"
"ILV1"	"ISO1" // "threonine dehydratase"	"ILV1"		"ILV1" // "ISO1" // "threonine dehydratase" // "ILV1"	"YER086W"
"ILV2"	"THI1" // "SMR1"	"ILV2"		"ILV2" // "THI1" // "SMR1" // "ILV2"	"YMR108W"
"ILV3"		"ILV3"		"ILV3" // "ILV3"	"YJR016C"
"ILV5"		"ILV5"		"ILV5" // "ILV5"	"YLR355C"
"ILV6"		"ILV6"		"ILV6" // "ILV6"	"YCL009C"
"IMA1"		"IMA1"		"IMA1" // "IMA1"	"YGR287C"
"IMA2"		"YOL157C"		"IMA2" // "YOL157C"	"G3O-33545"
"IMA3"		"IMA3"		"IMA3" // "IMA3"	"YIL172C"
"IMA4"	"FSP2"	"IMA4"		"IMA4" // "FSP2" // "IMA4"	"YJL221C"
"IMA5"		"IMA5"		"IMA5" // "IMA5"	"YJL216C"
"IMD2"	"PUR5"	"IMD2"		"IMD2" // "PUR5" // "IMD2"	"YHR216W"
"IMD3"		"IMD3"		"IMD3" // "IMD3"	"YLR432W"
"IMD4"		"IMD4"		"IMD4" // "IMD4"	"YML056C"
"IME1"		"YJR094C"		"IME1" // "YJR094C"	"G3O-31721"
"IME2"		"YJL106W"		"IME2" // "YJL106W"	"G3O-31560"
"IME4"		"YGL192W"		"IME4" // "YGL192W"	"G3O-30673"
"IMG1"		"YCR046C"		"IMG1" // "YCR046C"	"G3O-29357"
"IMG2"		"YCR071C"		"IMG2" // "YCR071C"	"G3O-29371"
"IMH1"		"YLR309C"		"IMH1" // "YLR309C"	"G3O-32395"
"IML1"		"YJR138W"		"IML1" // "YJR138W"	"G3O-31754"
"IML2"		"YJL082W"		"IML2" // "YJL082W"	"G3O-31539"
"IML3"		"YBR107C"		"IML3" // "YBR107C"	"G3O-29069"
"IMO32"		"YGR031W"		"IMO32" // "YGR031W"	"G3O-30754"
"IMP1"		"YMR150C"		"IMP1" // "YMR150C"	"G3O-32841"
"IMP2"		"YMR035W"		"IMP2" // "YMR035W"	"G3O-32740"
"IMP2'"		"YIL154C"		"IMP2'" // "YIL154C"	"G3O-31403"
"IMP3"		"YHR148W"		"IMP3" // "YHR148W"	"G3O-31183"
"IMP4"		"YNL075W"		"IMP4" // "YNL075W"	"G3O-33104"
"IMT1"		"tM(CAU)O1"		"IMT1" // "tM(CAU)O1"	"G3O-33866"
"IMT2"		"tM(CAU)P"		"IMT2" // "tM(CAU)P"	"G3O-34343"
"IMT3"		"tM(CAU)J3"		"IMT3" // "tM(CAU)J3"	"G3O-31789"
"IMT4"		"tM(CAU)E"		"IMT4" // "tM(CAU)E"	"G3O-30375"
"INH1"		"YDL181W"		"INH1" // "YDL181W"	"G3O-29568"
"INM1"		"INM1"		"INM1" // "INM1"	"YHR046C"
"INM2"	"YDR287W"	"YDR287W"		"INM2" // "YDR287W" // "YDR287W"	"G3O-4"
"INM2"		"YDR287W"		"INM2" // "YDR287W"	"G3O-29851"
"INN1"		"YNL152W"		"INN1" // "YNL152W"	"G3O-33169"
"INO1"	"APR1"	"INO1"		"INO1" // "APR1" // "INO1"	"YJL153C"
"INO2"		"YDR123C"		"INO2" // "YDR123C"	"G3O-29723"
"INO4"		"YOL108C"		"INO4" // "YOL108C"	"G3O-33505"
"INO80"		"YGL150C"		"INO80" // "YGL150C"	"G3O-30642"
"INP1"		"YMR204C"		"INP1" // "YMR204C"	"G3O-32890"
"INP2"		"YMR163C"		"INP2" // "YMR163C"	"G3O-32853"
"INP51"	"G3O-80" // "SJL1"	"INP51"		"INP51" // "G3O-80" // "SJL1" // "INP51"	"YIL002C"
"INP52"	"YNL106C" // "SJL2"	"YNL106C"		"INP52" // "YNL106C" // "SJL2" // "YNL106C"	"G3O-65"
"INP53"	"SOP2" // "SJL3"	"INP53"		"INP53" // "SOP2" // "SJL3" // "INP53"	"YOR109W"
"INP54"		"INP54"		"INP54" // "INP54"	"YOL065C"
"IOC2"		"YLR095C"		"IOC2" // "YLR095C"	"G3O-32245"
"IOC3"		"YFR013W"		"IOC3" // "YFR013W"	"G3O-30466"
"IOC4"		"YMR044W"		"IOC4" // "YMR044W"	"G3O-32749"
"IPI1"		"YHR085W"		"IPI1" // "YHR085W"	"G3O-31132"
"IPI3"		"YNL182C"		"IPI3" // "YNL182C"	"G3O-33193"
"IPK1"	"GSL1" // "inositol 1,3,4,5,6-pentakisphosphate 2-kinase"	"IPK1"		"IPK1" // "GSL1" // "inositol 1,3,4,5,6-pentakisphosphate 2-kinase" // "IPK1"	"YDR315C"
"IPL1"		"YPL209C"		"IPL1" // "YPL209C"	"G3O-34100"
"IPP1"	"PPA1" // "inorganic diphosphatase"	"IPP1"		"IPP1" // "PPA1" // "inorganic diphosphatase" // "IPP1"	"YBR011C"
"IPT1"	"KTI6" // "SYR4"	"IPT1"		"IPT1" // "KTI6" // "SYR4" // "IPT1"	"YDR072C"
"IQG1"		"YPL242C"		"IQG1" // "YPL242C"	"G3O-34128"
"IRA1"		"YBR140C"		"IRA1" // "YBR140C"	"G3O-29094"
"IRA2"		"YOL081W"		"IRA2" // "YOL081W"	"G3O-33484"
"IRC10"		"YOL015W"		"IRC10" // "YOL015W"	"G3O-33431"
"IRC15"		"YPL017C"		"IRC15" // "YPL017C"	"G3O-33936"
"IRC18"		"YJL037W"		"IRC18" // "YJL037W"	"G3O-31503"
"IRC19"		"YLL033W"		"IRC19" // "YLL033W"	"G3O-32136"
"IRC20"		"YLR247C"		"IRC20" // "YLR247C"	"G3O-32352"
"IRC21"		"YMR073C"		"IRC21" // "YMR073C"	"G3O-32775"
"IRC22"		"YEL001C"		"IRC22" // "YEL001C"	"G3O-30131"
"IRC23"		"YOR044W"		"IRC23" // "YOR044W"	"G3O-33588"
"IRC24"		"YIR036C"		"IRC24" // "YIR036C"	"G3O-31450"
"IRC25"		"YLR021W"		"IRC25" // "YLR021W"	"G3O-32182"
"IRC3"		"YDR332W"		"IRC3" // "YDR332W"	"G3O-29888"
"IRC4"		"YDR540C"		"IRC4" // "YDR540C"	"G3O-30048"
"IRC5"		"YFR038W"		"IRC5" // "YFR038W"	"G3O-30485"
"IRC6"		"YFR043C"		"IRC6" // "YFR043C"	"G3O-30490"
"IRC7"		"IRC7"		"IRC7" // "IRC7"	"YFR055W"
"IRC8"		"YJL051W"		"IRC8" // "YJL051W"	"G3O-31515"
"IRE1"		"YHR079C"		"IRE1" // "YHR079C"	"G3O-31126"
"IRR1"		"YIL026C"		"IRR1" // "YIL026C"	"G3O-31300"
"IRS4"		"YKR019C"		"IRS4" // "YKR019C"	"G3O-31995"
G3O-42691		"IRT1"		"IRT1"	"G3O-42691"
"ISA1"		"YLL027W"		"ISA1" // "YLL027W"	"G3O-32131"
"ISA2"		"YPR067W"		"ISA2" // "YPR067W"	"G3O-34215"
"ISC1"		"ISC1"		"ISC1" // "ISC1"	"YER019W"
"ISC10"		"YER180C"		"ISC10" // "YER180C"	"G3O-30338"
"ISD11"		"YER048W-A"		"ISD11" // "YER048W-A"	"G3O-30385"
"ISF1"		"YMR081C"		"ISF1" // "YMR081C"	"G3O-32783"
"ISM1"		"YPL040C"		"ISM1" // "YPL040C"	"G3O-33954"
"ISN1"		"YOR155C"		"ISN1" // "YOR155C"	"G3O-310"
"ISR1"		"YPR106W"		"ISR1" // "YPR106W"	"G3O-34246"
"IST1"		"YNL265C"		"IST1" // "YNL265C"	"G3O-33261"
"IST2"		"YBR086C"		"IST2" // "YBR086C"	"G3O-29053"
"IST3"		"YIR005W"		"IST3" // "YIR005W"	"G3O-31426"
"ISU1"		"YPL135W"		"ISU1" // "YPL135W"	"G3O-34034"
"ISU2"		"YOR226C"		"ISU2" // "YOR226C"	"G3O-33724"
"ISW1"		"YBR245C"		"ISW1" // "YBR245C"	"G3O-29174"
"ISW2"		"YOR304W"		"ISW2" // "YOR304W"	"G3O-33788"
"ISY1"		"YJR050W"		"ISY1" // "YJR050W"	"G3O-31685"
"ITC1"		"YGL133W"		"ITC1" // "YGL133W"	"G3O-30628"
"ITR1"		"YDR497C"		"ITR1" // "YDR497C"	"G3O-30020"
"ITR2"		"YOL103W"		"ITR2" // "YOL103W"	"G3O-33501"
"ITS1-1"		"ITS1-1"		"ITS1-1" // "ITS1-1"	"G3O-32602"
"ITS1-2"		"ITS1-2"		"ITS1-2" // "ITS1-2"	"G3O-32596"
"ITS2-1"		"ITS2-1"		"ITS2-1" // "ITS2-1"	"G3O-32603"
"ITS2-2"		"ITS2-2"		"ITS2-2" // "ITS2-2"	"G3O-32599"
"ITT1"		"YML068W"		"ITT1" // "YML068W"	"G3O-32663"
"IVY1"		"YDR229W"		"IVY1" // "YDR229W"	"G3O-29808"
"IWR1"		"YDL115C"		"IWR1" // "YDL115C"	"G3O-29515"
"IXR1"		"YKL032C"		"IXR1" // "YKL032C"	"G3O-31835"
"IZH1"		"YDR492W"		"IZH1" // "YDR492W"	"G3O-30015"
"IZH2"		"YOL002C"		"IZH2" // "YOL002C"	"G3O-33419"
"IZH3"		"YLR023C"		"IZH3" // "YLR023C"	"G3O-32184"
"IZH4"		"YOL101C"		"IZH4" // "YOL101C"	"G3O-33499"
"JAC1"	"SEO2"	"YGL018C"		"JAC1" // "SEO2" // "YGL018C"	"G3O-30538"
"JEM1"		"YJL073W"		"JEM1" // "YJL073W"	"G3O-31531"
"JEN1"		"YKL217W"		"JEN1" // "YKL217W"	"G3O-31974"
"JHD1"		"YER051W"		"JHD1" // "YER051W"	"G3O-30230"
"JHD2"		"YJR119C"		"JHD2" // "YJR119C"	"G3O-31740"
"JID1"		"YPR061C"		"JID1" // "YPR061C"	"G3O-34211"
"JIP4"		"YDR475C"		"JIP4" // "YDR475C"	"G3O-30001"
"JIP5"		"YPR169W"		"JIP5" // "YPR169W"	"G3O-34297"
"JJJ1"		"YNL227C"		"JJJ1" // "YNL227C"	"G3O-33229"
"JJJ2"		"YJL162C"		"JJJ2" // "YJL162C"	"G3O-31602"
"JJJ3"		"YJR097W"		"JJJ3" // "YJR097W"	"G3O-31725"
"JLP1"		"YLL057C"		"JLP1" // "YLL057C"	"G3O-32156"
"JLP2"		"YMR132C"		"JLP2" // "YMR132C"	"G3O-32825"
"JNM1"		"YMR294W"		"JNM1" // "YMR294W"	"G3O-32964"
"JSN1"		"YJR091C"		"JSN1" // "YJR091C"	"G3O-31718"
"KAE1"		"YKR038C"		"KAE1" // "YKR038C"	"G3O-32010"
"KAP104"		"YBR017C"		"KAP104" // "YBR017C"	"G3O-29001"
"KAP114"		"YGL241W"		"KAP114" // "YGL241W"	"G3O-30713"
"KAP120"		"YPL125W"		"KAP120" // "YPL125W"	"G3O-34024"
"KAP122"		"YGL016W"		"KAP122" // "YGL016W"	"G3O-30537"
"KAP123"		"YER110C"		"KAP123" // "YER110C"	"G3O-30274"
"KAP95"		"YLR347C"		"KAP95" // "YLR347C"	"G3O-32423"
"KAR1"		"YNL188W"		"KAR1" // "YNL188W"	"G3O-33199"
"KAR2"		"YJL034W"		"KAR2" // "YJL034W"	"G3O-31501"
"KAR3"		"YPR141C"		"KAR3" // "YPR141C"	"G3O-34276"
"KAR4"		"YCL055W"		"KAR4" // "YCL055W"	"G3O-29307"
"KAR5"		"YMR065W"		"KAR5" // "YMR065W"	"G3O-32767"
"KAR9"		"YPL269W"		"KAR9" // "YPL269W"	"G3O-34151"
"KCC4"		"YCL024W"		"KCC4" // "YCL024W"	"G3O-29286"
"KCS1"	"YDR017C"	"YDR017C"		"KCS1" // "YDR017C" // "YDR017C"	"G3O-32"
"KDX1"		"YKL161C"		"KDX1" // "YKL161C"	"G3O-31929"
"KEG1"		"YFR042W"		"KEG1" // "YFR042W"	"G3O-30489"
"KEI1"		"YDR367W"		"KEI1" // "YDR367W"	"G3O-29917"
"KEL1"		"YHR158C"		"KEL1" // "YHR158C"	"G3O-31193"
"KEL2"		"YGR238C"		"KEL2" // "YGR238C"	"G3O-30916"
"KEL3"		"YPL263C"		"KEL3" // "YPL263C"	"G3O-34146"
"KES1"		"YPL145C"		"KES1" // "YPL145C"	"G3O-34042"
"KEX1"		"KEX1"		"KEX1" // "KEX1"	"YGL203C"
"KEX2"	"yscF" // "SRB1" // "VMA45" // "QDS1" // "kexin"	"KEX2"		"KEX2" // "yscF" // "SRB1" // "VMA45" // "QDS1" // "kexin" // "KEX2"	"YNL238W"
"KGD1"	"OGD1" // "oxoglutarate dehydrogenase (lipoamide)"	"KGD1"		"KGD1" // "OGD1" // "oxoglutarate dehydrogenase (lipoamide)" // "KGD1"	"YIL125W"
"KGD2"		"KGD2"		"KGD2" // "KGD2"	"YDR148C"
"KHA1"		"YJL094C"		"KHA1" // "YJL094C"	"G3O-31549"
"KIC1"		"YHR102W"		"KIC1" // "YHR102W"	"G3O-31147"
"KIN1"		"YDR122W"		"KIN1" // "YDR122W"	"G3O-29722"
"KIN2"		"YLR096W"		"KIN2" // "YLR096W"	"G3O-32246"
"KIN28"		"YDL108W"		"KIN28" // "YDL108W"	"G3O-29509"
"KIN3"		"YAR018C"		"KIN3" // "YAR018C"	"G3O-28874"
"KIN4"		"YOR233W"		"KIN4" // "YOR233W"	"G3O-33731"
"KIN82"		"YCR091W"		"KIN82" // "YCR091W"	"G3O-29385"
"KIP1"		"YBL063W"		"KIP1" // "YBL063W"	"G3O-28960"
"KIP2"		"YPL155C"		"KIP2" // "YPL155C"	"G3O-34051"
"KIP3"		"YGL216W"		"KIP3" // "YGL216W"	"G3O-30692"
"KKQ8"		"YKL168C"		"KKQ8" // "YKL168C"	"G3O-31936"
"KNH1"		"YDL049C"		"KNH1" // "YDL049C"	"G3O-29468"
"KNS1"		"YLL019C"		"KNS1" // "YLL019C"	"G3O-32124"
"KOG1"		"YHR186C"		"KOG1" // "YHR186C"	"G3O-31216"
"KRE1"		"YNL322C"		"KRE1" // "YNL322C"	"G3O-33307"
"KRE2"		"YDR483W"		"KRE2" // "YDR483W"	"G3O-30008"
"KRE28"		"YDR532C"		"KRE28" // "YDR532C"	"G3O-30043"
"KRE29"		"YER038C"		"KRE29" // "YER038C"	"G3O-30219"
"KRE33"		"YNL132W"		"KRE33" // "YNL132W"	"G3O-33152"
"KRE5"		"YOR336W"		"KRE5" // "YOR336W"	"G3O-33811"
"KRE6"	"CWH48"	"KRE6"		"KRE6" // "CWH48" // "KRE6"	"YPR159W"
"KRE9"		"YJL174W"		"KRE9" // "YJL174W"	"G3O-31610"
"KRI1"		"YNL308C"		"KRI1" // "YNL308C"	"G3O-33295"
"KRR1"		"YCL059C"		"KRR1" // "YCL059C"	"G3O-29310"
"KRS1"		"YDR037W"		"KRS1" // "YDR037W"	"G3O-29651"
"KSH1"		"YNL024C-A"		"KSH1" // "YNL024C-A"	"G3O-33410"
"KSP1"		"YHR082C"		"KSP1" // "YHR082C"	"G3O-31129"
"KSS1"		"YGR040W"		"KSS1" // "YGR040W"	"G3O-30760"
"KTI11"	"DPH3"	"YBL071W-A"		"KTI11" // "DPH3" // "YBL071W-A"	"G-11956"
"KTI12"		"YKL110C"		"KTI12" // "YKL110C"	"G3O-31896"
"KTR1"		"YOR099W"		"KTR1" // "YOR099W"	"G3O-33632"
"KTR2"		"YKR061W"		"KTR2" // "YKR061W"	"G3O-32029"
"KTR3"		"YBR205W"		"KTR3" // "YBR205W"	"G3O-29145"
"KTR4"		"YBR199W"		"KTR4" // "YBR199W"	"G3O-29140"
"KTR5"		"YNL029C"		"KTR5" // "YNL029C"	"G3O-33066"
"KTR6"	"MNN6"	"KTR6"		"KTR6" // "MNN6" // "KTR6"	"YPL053C"
"KTR7"		"KTR7"		"KTR7" // "KTR7"	"YIL085C"
"KXD1"		"YGL079W"		"KXD1" // "YGL079W"	"G3O-30580"
"LAA1"		"YJL207C"		"LAA1" // "YJL207C"	"G3O-31635"
"LAC1"	"DGT1"	"LAC1"		"LAC1" // "DGT1" // "LAC1"	"YKL008C"
"LAG1"		"LAG1"		"LAG1" // "LAG1"	"YHL003C"
"LAG2"		"YOL025W"		"LAG2" // "YOL025W"	"G3O-33441"
"LAP2"		"LAP2"		"LAP2" // "LAP2"	"YNL045W"
"LAP3"		"YNL239W"		"LAP3" // "YNL239W"	"G3O-33237"
